no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education_ Graduate,education_ Not Graduate,self_employed_ No,self_employed_ Yes,target
2,-0.5,-0.6007326007326007,18,-0.19080068143100512,-0.06593406593406594,-0.32,-0.3776223776223776,-0.5957446808510638,1.0,0.0,0.0,1.0,1
4,0.8541666666666666,0.5201465201465202,6,0.17035775127768313,1.879120879120879,0.144,1.034965034965035,0.8723404255319149,0.0,1.0,1.0,0.0,0
3,0.9583333333333334,0.43956043956043955,16,-0.26916524701873934,2.043956043956044,1.184,0.8951048951048951,0.3404255319148936,0.0,1.0,1.0,0.0,1
1,0.75,1.2527472527472527,12,-0.2657580919931857,0.24175824175824176,1.04,1.097902097902098,0.3404255319148936,1.0,0.0,0.0,1.0,1
1,0.75,1.3626373626373627,4,0.8960817717206133,1.5384615384615385,1.952,0.6363636363636364,1.2765957446808511,1.0,0.0,1.0,0.0,0
2,-0.5833333333333334,-0.41025641025641024,6,-0.06814310051107325,-0.21978021978021978,-0.384,-0.5384615384615384,-0.23404255319148937,0.0,1.0,0.0,1.0,0
1,-0.16666666666666666,0.12454212454212454,14,0.6439522998296422,-0.5714285714285714,-0.528,-0.3076923076923077,-0.10638297872340426,0.0,1.0,0.0,1.0,1
3,0.3958333333333333,0.2783882783882784,18,0.797274275979557,-0.3076923076923077,0.672,0.055944055944055944,0.2553191489361702,0.0,1.0,1.0,0.0,0
1,-0.16666666666666666,0.13186813186813187,20,-0.7018739352640545,0.12087912087912088,0.4,-0.3076923076923077,0.2553191489361702,0.0,1.0,1.0,0.0,1
5,-0.4375,-0.4835164835164835,6,-0.919931856899489,-0.26373626373626374,-0.528,-0.44755244755244755,-0.48936170212765956,1.0,0.0,1.0,0.0,1
0,0.10416666666666667,-0.21978021978021978,12,-0.46678023850085176,1.032967032967033,0.592,0.5034965034965035,0.6382978723404256,1.0,0.0,1.0,0.0,1
5,0.9791666666666666,1.684981684981685,18,-0.9676320272572402,1.4945054945054945,0.224,0.3706293706293706,0.1276595744680851,1.0,0.0,1.0,0.0,1
5,0.3541666666666667,0.40293040293040294,14,0.8040885860306644,-0.4065934065934066,-0.496,0.06993006993006994,0.6382978723404256,0.0,1.0,1.0,0.0,0
5,0.75,0.8644688644688645,10,-0.9710391822827938,0.6813186813186813,-0.128,0.6013986013986014,1.0,1.0,0.0,0.0,1.0,1
1,0.6666666666666666,0.7545787545787546,10,0.13287904599659284,0.6483516483516484,1.872,0.48951048951048953,0.2765957446808511,1.0,0.0,1.0,0.0,0
2,0.20833333333333334,0.05128205128205128,2,0.6678023850085179,0.16483516483516483,0.288,0.22377622377622378,0.1702127659574468,0.0,1.0,1.0,0.0,0
5,0.8125,0.32967032967032966,14,-0.21465076660988075,0.6263736263736264,-0.464,0.25874125874125875,0.0851063829787234,0.0,1.0,0.0,1.0,1
1,0.1875,0.4835164835164835,12,-0.1839863713798978,1.3516483516483517,0.72,0.16083916083916083,0.3617021276595745,1.0,0.0,1.0,0.0,1
1,0.4375,0.7545787545787546,14,0.21465076660988075,-0.21978021978021978,1.264,0.13986013986013987,0.2765957446808511,0.0,1.0,1.0,0.0,0
4,0.08333333333333333,0.4835164835164835,20,-0.8313458262350937,-0.15384615384615385,0.256,0.27972027972027974,0.40425531914893614,1.0,0.0,1.0,0.0,1
4,-0.375,-0.2783882783882784,4,-0.1737649063032368,-0.15384615384615385,-0.448,-0.4195804195804196,-0.2553191489361702,1.0,0.0,1.0,0.0,0
4,-0.625,-0.46886446886446886,20,-0.5826235093696763,0.04395604395604396,-0.448,-0.6293706293706294,-0.7446808510638298,1.0,0.0,0.0,1.0,1
1,0.1875,-0.08791208791208792,12,0.43611584327086883,-0.4725274725274725,0.096,0.46853146853146854,0.5106382978723404,1.0,0.0,0.0,1.0,0
1,-0.8958333333333334,-0.9084249084249084,4,0.848381601362862,-0.5164835164835165,-0.56,-0.8671328671328671,-0.7446808510638298,0.0,1.0,0.0,1.0,0
5,-0.7708333333333334,-0.6813186813186813,12,0.596252129471891,-0.43956043956043955,-0.48,-0.7132867132867133,-0.8085106382978723,0.0,1.0,1.0,0.0,0
5,-0.5833333333333334,-0.6227106227106227,6,-0.899488926746167,-0.054945054945054944,-0.192,-0.4405594405594406,-0.44680851063829785,1.0,0.0,0.0,1.0,1
3,0.375,0.9377289377289377,4,-0.6712095400340715,0.5054945054945055,0.448,0.6503496503496503,0.1702127659574468,0.0,1.0,1.0,0.0,0
5,0.3125,0.8205128205128205,10,0.2282793867120954,-0.10989010989010989,0.56,0.4195804195804196,0.851063829787234,0.0,1.0,1.0,0.0,0
3,0.7916666666666666,0.717948717948718,10,0.5826235093696763,0.6153846153846154,0.384,1.1748251748251748,0.5957446808510638,1.0,0.0,1.0,0.0,0
2,0.6875,0.4468864468864469,6,-0.30664395229982966,-0.5604395604395604,2.032,0.2937062937062937,0.723404255319149,0.0,1.0,1.0,0.0,1
3,0.3333333333333333,-0.08791208791208792,14,0.6098807495741057,-0.07692307692307693,0.048,0.7832167832167832,1.0851063829787233,1.0,0.0,0.0,1.0,0
0,0.0,-0.007326007326007326,14,-0.14991482112436116,0.5934065934065934,-0.416,-0.16083916083916083,0.3191489361702128,0.0,1.0,0.0,1.0,0
3,-0.020833333333333332,0.21978021978021978,8,-1.0221465076660987,0.07692307692307693,0.944,-0.1258741258741259,0.5106382978723404,1.0,0.0,1.0,0.0,1
3,0.08333333333333333,0.43223443223443225,12,0.10562180579216354,-0.5274725274725275,0.784,0.2727272727272727,0.7872340425531915,0.0,1.0,1.0,0.0,0
1,0.041666666666666664,0.2857142857142857,6,-0.3475298126064736,0.12087912087912088,0.784,0.13986013986013987,-0.0425531914893617,0.0,1.0,0.0,1.0,1
5,-0.5833333333333334,-0.5787545787545788,16,0.030664395229982964,0.12087912087912088,-0.064,-0.40559440559440557,-0.5319148936170213,1.0,0.0,0.0,1.0,0
3,-0.625,-0.6227106227106227,8,-0.8756388415672913,-0.01098901098901099,-0.496,-0.7062937062937062,-0.3404255319148936,0.0,1.0,0.0,1.0,1
4,0.9791666666666666,1.0842490842490842,8,-0.03747870528109029,2.5824175824175826,2.08,1.4895104895104896,0.9574468085106383,0.0,1.0,1.0,0.0,0
2,0.20833333333333334,0.5641025641025641,8,0.3100511073253833,1.164835164835165,1.152,0.5804195804195804,0.574468085106383,1.0,0.0,0.0,1.0,0
1,-0.08333333333333333,0.30036630036630035,20,-0.5383304940374787,-0.38461538461538464,-0.592,-0.24475524475524477,-0.10638297872340426,0.0,1.0,0.0,1.0,1
3,-0.10416666666666667,-0.07326007326007326,20,0.4293015332197615,-0.4725274725274725,0.832,0.18181818181818182,0.2978723404255319,0.0,1.0,0.0,1.0,0
0,-0.4583333333333333,-0.3443223443223443,8,-0.9914821124361158,-0.4175824175824176,0.128,-0.23776223776223776,-0.1702127659574468,1.0,0.0,0.0,1.0,1
5,-0.5208333333333334,-0.6666666666666666,8,0.24872231686541738,0.12087912087912088,-0.464,-0.5174825174825175,-0.6808510638297872,1.0,0.0,0.0,1.0,0
5,-0.625,-0.7106227106227107,12,0.1635434412265758,-0.34065934065934067,-0.256,-0.5944055944055944,-0.574468085106383,0.0,1.0,0.0,1.0,0
1,-0.8541666666666666,-0.7985347985347986,14,0.6643952299829642,-0.3956043956043956,-0.56,-0.7552447552447552,-0.6595744680851063,1.0,0.0,0.0,1.0,0
1,0.3125,0.4468864468864469,4,-0.030664395229982964,-0.08791208791208792,-0.56,0.8251748251748252,0.9361702127659575,1.0,0.0,0.0,1.0,0
1,-0.4791666666666667,-0.40293040293040294,14,-0.31686541737649065,-0.3516483516483517,0.08,-0.2937062937062937,-0.3191489361702128,0.0,1.0,0.0,1.0,1
1,-0.9375,-0.9230769230769231,10,-0.9437819420783645,-0.5714285714285714,-0.432,-0.8531468531468531,-0.8085106382978723,1.0,0.0,0.0,1.0,1
3,0.20833333333333334,0.4468864468864469,4,0.7257240204429302,1.021978021978022,0.272,0.6713286713286714,0.2978723404255319,1.0,0.0,1.0,0.0,0
0,0.7291666666666666,1.3186813186813187,8,0.596252129471891,1.7472527472527473,1.664,1.3286713286713288,1.3829787234042554,0.0,1.0,0.0,1.0,0
2,0.6875,0.4542124542124542,12,-0.9131175468483816,0.12087912087912088,1.376,0.2727272727272727,1.1914893617021276,0.0,1.0,0.0,1.0,1
5,0.2708333333333333,0.6813186813186813,6,-0.6712095400340715,1.0,1.392,0.7552447552447552,-0.0425531914893617,1.0,0.0,0.0,1.0,1
1,0.020833333333333332,0.4468864468864469,12,0.030664395229982964,-0.37362637362637363,-0.176,0.13286713286713286,-0.2765957446808511,0.0,1.0,0.0,1.0,0
5,0.041666666666666664,0.0,16,0.858603066439523,-0.15384615384615385,-0.336,-0.23776223776223776,0.6170212765957447,0.0,1.0,1.0,0.0,0
2,-0.4791666666666667,-0.32967032967032966,16,-0.2453151618398637,-0.2967032967032967,-0.128,-0.5174825174825175,-0.0851063829787234,0.0,1.0,0.0,1.0,1
0,0.3958333333333333,0.6593406593406593,14,0.20442930153321975,0.9010989010989011,0.864,0.46853146853146854,0.574468085106383,0.0,1.0,1.0,0.0,0
1,0.4791666666666667,0.06593406593406594,2,0.30664395229982966,-0.2857142857142857,1.456,0.5034965034965035,1.0212765957446808,1.0,0.0,1.0,0.0,0
5,0.3958333333333333,0.9010989010989011,4,0.9744463373083475,-0.46153846153846156,0.08,0.5454545454545454,0.6170212765957447,0.0,1.0,0.0,1.0,0
3,0.0625,0.007326007326007326,4,-0.8313458262350937,0.7362637362637363,0.992,0.03496503496503497,0.3404255319148936,0.0,1.0,0.0,1.0,1
1,0.5833333333333334,0.32967032967032966,2,-0.034071550255536626,1.6703296703296704,1.36,0.8041958041958042,0.7021276595744681,0.0,1.0,0.0,1.0,0
2,-0.020833333333333332,0.0,10,0.6984667802385008,-0.13186813186813187,-0.032,0.1888111888111888,-0.2978723404255319,0.0,1.0,0.0,1.0,0
3,0.5625,0.717948717948718,20,-0.3850085178875639,0.12087912087912088,0.224,0.21678321678321677,-0.0851063829787234,0.0,1.0,0.0,1.0,1
1,0.125,0.06593406593406594,8,-0.2010221465076661,0.5384615384615384,0.8,0.4405594405594406,0.5319148936170213,1.0,0.0,1.0,0.0,1
0,0.4583333333333333,0.5860805860805861,12,0.8449744463373083,-0.25274725274725274,-0.048,0.7132867132867133,0.1702127659574468,0.0,1.0,0.0,1.0,0
3,-0.3541666666666667,-0.08058608058608059,10,-0.868824531516184,0.25274725274725274,0.0,-0.44755244755244755,0.0425531914893617,0.0,1.0,1.0,0.0,1
5,0.3541666666666667,0.32234432234432236,8,0.8926746166950597,0.42857142857142855,0.56,0.7272727272727273,0.3829787234042553,0.0,1.0,0.0,1.0,0
5,0.6666666666666666,1.26007326007326,16,0.868824531516184,2.087912087912088,1.184,0.8181818181818182,0.851063829787234,1.0,0.0,1.0,0.0,0
0,0.6458333333333334,1.0402930402930404,4,0.054514480408858604,0.37362637362637363,-0.416,0.5874125874125874,0.3829787234042553,0.0,1.0,0.0,1.0,0
0,0.4583333333333333,0.6886446886446886,18,0.1635434412265758,1.2087912087912087,-0.576,0.34965034965034963,0.0,0.0,1.0,0.0,1.0,0
4,0.375,0.41025641025641024,18,-0.5621805792163543,0.43956043956043955,0.4,0.8531468531468531,0.2553191489361702,1.0,0.0,0.0,1.0,1
3,0.4166666666666667,0.9743589743589743,8,-0.06814310051107325,0.3626373626373626,0.624,0.34965034965034963,0.3829787234042553,0.0,1.0,1.0,0.0,0
2,-0.6875,-0.652014652014652,14,-0.3441226575809199,-0.46153846153846156,-0.416,-0.7132867132867133,-0.6808510638297872,1.0,0.0,1.0,0.0,1
4,-0.7083333333333334,-0.5934065934065934,20,0.11243611584327087,-0.42857142857142855,-0.448,-0.5874125874125874,-0.46808510638297873,1.0,0.0,0.0,1.0,0
0,-0.6875,-0.652014652014652,18,-1.0119250425894377,-0.5604395604395604,-0.48,-0.6293706293706294,-0.5957446808510638,1.0,0.0,1.0,0.0,1
0,0.3541666666666667,0.1978021978021978,18,0.8109028960817717,0.5384615384615384,0.784,0.0979020979020979,0.8936170212765957,0.0,1.0,0.0,1.0,0
4,0.7708333333333334,0.5567765567765568,10,-0.3100511073253833,0.13186813186813187,0.048,1.2097902097902098,1.148936170212766,0.0,1.0,0.0,1.0,1
5,-0.0625,0.17582417582417584,10,0.21465076660988075,0.13186813186813187,0.272,-0.15384615384615385,-0.3404255319148936,0.0,1.0,0.0,1.0,0
0,-0.5625,-0.5421245421245421,20,-0.303236797274276,-0.16483516483516483,-0.256,-0.5524475524475524,-0.574468085106383,1.0,0.0,0.0,1.0,1
3,0.0,-0.007326007326007326,12,-1.0119250425894377,-0.5384615384615384,0.816,-0.2097902097902098,-0.3404255319148936,0.0,1.0,1.0,0.0,1
3,0.020833333333333332,0.12454212454212454,8,-0.9131175468483816,0.42857142857142855,0.528,-0.06993006993006994,0.5957446808510638,0.0,1.0,0.0,1.0,1
3,0.625,0.6373626373626373,20,0.1839863713798978,1.10989010989011,-0.128,0.9440559440559441,0.3617021276595745,0.0,1.0,0.0,1.0,0
3,0.7083333333333334,1.0036630036630036,2,0.7052810902896082,2.1538461538461537,0.096,0.2727272727272727,1.3191489361702127,0.0,1.0,0.0,1.0,0
0,0.3125,0.6373626373626373,12,-0.9028960817717206,-0.3516483516483517,-0.464,0.3006993006993007,1.0212765957446808,0.0,1.0,0.0,1.0,1
1,0.020833333333333332,0.12454212454212454,6,-0.26916524701873934,0.5934065934065934,-0.048,0.42657342657342656,0.02127659574468085,1.0,0.0,0.0,1.0,1
1,0.3333333333333333,0.30036630036630035,8,-0.06814310051107325,0.4065934065934066,0.064,0.17482517482517482,0.5106382978723404,1.0,0.0,1.0,0.0,0
2,-0.3333333333333333,-0.04395604395604396,2,-0.8449744463373083,0.34065934065934067,-0.336,-0.1958041958041958,-0.3404255319148936,0.0,1.0,1.0,0.0,0
0,0.9583333333333334,1.2454212454212454,18,0.013628620102214651,2.0549450549450547,0.672,1.2447552447552448,0.6382978723404256,1.0,0.0,1.0,0.0,0
1,0.5625,0.11721611721611722,2,-0.9131175468483816,-0.07692307692307693,0.672,0.986013986013986,0.40425531914893614,1.0,0.0,0.0,1.0,1
3,0.5625,0.09523809523809523,2,0.21124361158432708,0.967032967032967,-0.448,0.8811188811188811,0.19148936170212766,1.0,0.0,1.0,0.0,0
2,0.3333333333333333,0.41025641025641024,6,0.3339011925042589,0.3516483516483517,1.36,-0.04895104895104895,0.7872340425531915,0.0,1.0,0.0,1.0,0
4,-0.5,-0.5714285714285714,10,-0.504258943781942,-0.0989010989010989,-0.176,-0.5034965034965035,-0.3829787234042553,0.0,1.0,0.0,1.0,1
4,0.08333333333333333,0.26373626373626374,16,0.6609880749574105,-0.6263736263736264,0.192,0.27972027972027974,0.06382978723404255,0.0,1.0,0.0,1.0,0
0,0.9375,0.608058608058608,8,-0.29982964224872233,-0.14285714285714285,1.76,1.3076923076923077,0.7021276595744681,0.0,1.0,0.0,1.0,1
1,0.4166666666666667,0.4542124542124542,20,-0.565587734241908,0.43956043956043955,0.576,0.7062937062937062,0.9148936170212766,1.0,0.0,0.0,1.0,1
0,0.8541666666666666,0.9963369963369964,12,-0.504258943781942,1.4945054945054945,0.432,1.4055944055944056,0.2978723404255319,1.0,0.0,1.0,0.0,1
3,0.8541666666666666,1.4945054945054945,4,0.3850085178875639,-0.4945054945054945,1.04,1.3286713286713288,1.4680851063829787,0.0,1.0,0.0,1.0,0
1,-0.10416666666666667,-0.08058608058608059,20,0.797274275979557,0.0,0.64,-0.1888111888111888,-0.425531914893617,1.0,0.0,0.0,1.0,0
0,0.5833333333333334,1.2380952380952381,14,0.838160136286201,1.5164835164835164,1.056,0.8391608391608392,1.297872340425532,0.0,1.0,1.0,0.0,0
3,-0.20833333333333334,0.05128205128205128,6,-0.555366269165247,0.2087912087912088,0.224,-0.44755244755244755,-0.5319148936170213,1.0,0.0,1.0,0.0,1
2,0.041666666666666664,0.3443223443223443,16,-0.8006814310051107,1.0,-0.528,-0.2097902097902098,-0.1702127659574468,1.0,0.0,1.0,0.0,1
5,0.9791666666666666,1.706959706959707,18,-1.028960817717206,0.12087912087912088,0.192,1.3776223776223777,0.3617021276595745,0.0,1.0,0.0,1.0,1
1,0.7291666666666666,0.3663003663003663,16,-0.3577512776831346,1.010989010989011,-0.112,0.44755244755244755,0.1702127659574468,1.0,0.0,0.0,1.0,1
2,-0.125,-0.007326007326007326,18,-0.3577512776831346,0.25274725274725274,-0.56,-0.07692307692307693,0.06382978723404255,0.0,1.0,1.0,0.0,1
2,-0.3958333333333333,-0.43956043956043955,18,0.11925042589437819,-0.5054945054945055,0.192,-0.4195804195804196,-0.2127659574468085,0.0,1.0,1.0,0.0,0
3,0.7083333333333334,0.8424908424908425,2,0.272572402044293,0.10989010989010989,1.072,0.6643356643356644,0.2553191489361702,0.0,1.0,0.0,1.0,0
0,0.6458333333333334,0.32967032967032966,2,0.5485519591141397,1.901098901098901,0.832,0.4125874125874126,-0.10638297872340426,0.0,1.0,0.0,1.0,0
0,0.6458333333333334,0.336996336996337,16,-0.3781942078364566,1.1978021978021978,0.88,0.3776223776223776,0.574468085106383,1.0,0.0,0.0,1.0,1
5,0.6875,0.21978021978021978,12,-0.7018739352640545,0.8571428571428571,1.728,0.6923076923076923,0.723404255319149,0.0,1.0,0.0,1.0,1
4,-0.3125,-0.37362637362637363,2,0.8109028960817717,-0.07692307692307693,0.112,-0.07692307692307693,-0.5106382978723404,0.0,1.0,0.0,1.0,0
0,-0.875,-0.9157509157509157,6,-0.27938671209540034,-0.6043956043956044,-0.32,-0.8741258741258742,-0.8085106382978723,0.0,1.0,0.0,1.0,1
5,0.5208333333333334,0.3956043956043956,10,-0.27597955706984667,1.7472527472527473,-0.368,0.40559440559440557,-0.0425531914893617,1.0,0.0,0.0,1.0,1
4,-1.0,-1.032967032967033,14,-0.5281090289608177,-0.5384615384615384,-0.576,-0.965034965034965,-0.9361702127659575,1.0,0.0,0.0,1.0,1
3,0.8125,1.1575091575091576,6,0.11925042589437819,1.2307692307692308,1.168,0.8601398601398601,1.0,1.0,0.0,0.0,1.0,0
4,0.4375,0.1684981684981685,4,0.3373083475298126,1.1318681318681318,0.544,0.5174825174825175,1.0851063829787233,1.0,0.0,1.0,0.0,0
3,-0.4375,-0.5494505494505495,6,-0.6405451448040886,-0.3956043956043956,0.32,-0.35664335664335667,-0.425531914893617,1.0,0.0,0.0,1.0,1
0,-1.0,-1.032967032967033,18,-0.7734241908006815,-0.5824175824175825,-0.592,-0.965034965034965,-0.8936170212765957,0.0,1.0,1.0,0.0,1
0,-1.0208333333333333,-1.0476190476190477,18,-0.282793867120954,-0.6043956043956044,-0.544,-0.9790209790209791,-0.9361702127659575,1.0,0.0,0.0,1.0,1
4,-0.22916666666666666,0.03663003663003663,8,0.6712095400340715,0.34065934065934067,0.512,-0.16783216783216784,-0.02127659574468085,0.0,1.0,1.0,0.0,0
4,0.375,0.12454212454212454,8,0.010221465076660987,0.02197802197802198,-0.448,0.6363636363636364,-0.19148936170212766,1.0,0.0,0.0,1.0,0
1,0.10416666666666667,-0.21245421245421245,6,0.3543441226575809,-0.12087912087912088,-0.464,0.3076923076923077,-0.1276595744680851,1.0,0.0,0.0,1.0,0
0,-0.08333333333333333,0.04395604395604396,10,0.6235093696763203,0.6043956043956044,0.688,-0.34965034965034963,-0.2765957446808511,1.0,0.0,1.0,0.0,0
3,0.16666666666666666,0.43956043956043955,10,0.5928449744463373,-0.4065934065934066,0.144,0.46153846153846156,0.40425531914893614,0.0,1.0,0.0,1.0,0
0,-0.375,-0.3663003663003663,8,-0.47018739352640543,0.054945054945054944,-0.48,-0.34265734265734266,-0.5319148936170213,0.0,1.0,0.0,1.0,1
4,-0.16666666666666666,0.029304029304029304,8,-0.7495741056218058,-0.0989010989010989,-0.576,-0.3916083916083916,0.0851063829787234,0.0,1.0,0.0,1.0,1
3,0.2916666666666667,0.5714285714285714,6,-0.39182282793867124,1.2307692307692308,1.28,0.4965034965034965,0.48936170212765956,1.0,0.0,0.0,1.0,1
2,0.4791666666666667,0.9304029304029304,18,-0.14310051107325383,0.7692307692307693,-0.528,0.8741258741258742,1.0851063829787233,1.0,0.0,0.0,1.0,0
5,0.20833333333333334,0.652014652014652,16,-1.0323679727427597,-0.5824175824175825,-0.48,0.5734265734265734,0.06382978723404255,1.0,0.0,1.0,0.0,1
1,-0.7291666666666666,-0.7472527472527473,4,-0.8143100511073254,-0.34065934065934067,-0.48,-0.7202797202797203,-0.44680851063829785,0.0,1.0,0.0,1.0,1
0,0.1875,0.6813186813186813,4,-0.7120954003407155,0.12087912087912088,0.336,0.5104895104895105,0.0,1.0,0.0,0.0,1.0,0
3,0.5416666666666666,1.0769230769230769,10,-0.8313458262350937,0.13186813186813187,0.384,0.5104895104895105,-0.06382978723404255,0.0,1.0,0.0,1.0,1
5,-0.9791666666666666,-0.967032967032967,4,-0.4088586030664395,-0.4945054945054945,-0.48,-0.965034965034965,-0.9361702127659575,0.0,1.0,0.0,1.0,0
5,-0.8541666666666666,-0.8791208791208791,8,0.20783645655877342,-0.5164835164835165,-0.4,-0.7762237762237763,-0.7659574468085106,1.0,0.0,0.0,1.0,0
5,0.5208333333333334,0.6153846153846154,10,0.7700170357751278,-0.27472527472527475,0.576,0.2097902097902098,0.5957446808510638,0.0,1.0,0.0,1.0,0
2,0.2916666666666667,0.11721611721611722,10,0.7018739352640545,0.9230769230769231,0.16,-0.0979020979020979,0.8723404255319149,1.0,0.0,1.0,0.0,0
1,-0.5625,-0.4249084249084249,18,-0.6439522998296422,-0.21978021978021978,-0.24,-0.5244755244755245,-0.425531914893617,0.0,1.0,0.0,1.0,1
3,-0.9375,-0.8937728937728938,12,0.9574105621805792,-0.5494505494505495,-0.464,-0.9230769230769231,-0.8297872340425532,0.0,1.0,0.0,1.0,0
0,0.375,0.4908424908424908,18,0.8245315161839863,1.2967032967032968,0.304,0.4755244755244755,0.44680851063829785,0.0,1.0,0.0,1.0,0
4,0.8125,1.2087912087912087,8,0.9982964224872232,0.16483516483516483,0.112,0.6153846153846154,1.8297872340425532,0.0,1.0,0.0,1.0,0
3,0.5625,0.9597069597069597,6,-0.5894378194207837,-0.3956043956043956,0.688,0.8041958041958042,0.1702127659574468,1.0,0.0,0.0,1.0,1
1,0.5416666666666666,0.32967032967032966,10,-0.8449744463373083,0.6263736263736264,0.192,0.5104895104895105,0.44680851063829785,0.0,1.0,0.0,1.0,1
1,-0.7291666666666666,-0.8131868131868132,18,0.054514480408858604,-0.26373626373626374,-0.576,-0.5804195804195804,-0.6382978723404256,1.0,0.0,1.0,0.0,0
3,-0.25,-0.04395604395604396,18,0.7700170357751278,-0.04395604395604396,0.048,-0.2097902097902098,-0.3829787234042553,1.0,0.0,0.0,1.0,0
4,0.10416666666666667,-0.03663003663003663,14,0.31686541737649065,0.37362637362637363,0.88,0.13286713286713286,0.48936170212765956,1.0,0.0,0.0,1.0,0
0,0.041666666666666664,-0.29304029304029305,2,0.7666098807495741,0.27472527472527475,0.48,0.1958041958041958,0.2765957446808511,1.0,0.0,0.0,1.0,0
3,0.7708333333333334,1.465201465201465,8,-0.7393526405451448,1.010989010989011,2.048,0.26573426573426573,0.3191489361702128,0.0,1.0,0.0,1.0,1
2,-0.4166666666666667,-0.2857142857142857,4,-0.6984667802385008,-0.27472527472527475,-0.112,-0.5034965034965035,-0.5319148936170213,1.0,0.0,0.0,1.0,0
0,0.8125,0.7106227106227107,10,-0.013628620102214651,0.8021978021978022,-0.048,0.8601398601398601,0.40425531914893614,0.0,1.0,0.0,1.0,0
4,0.4791666666666667,0.24175824175824176,6,-0.7461669505962522,0.8571428571428571,1.376,0.5454545454545454,0.0425531914893617,0.0,1.0,1.0,0.0,1
0,-0.8333333333333334,-0.7692307692307693,18,0.9676320272572402,-0.5714285714285714,-0.384,-0.8391608391608392,-0.6808510638297872,0.0,1.0,1.0,0.0,0
5,-0.1875,-0.15384615384615385,18,0.4088586030664395,-0.4835164835164835,-0.544,-0.11888111888111888,0.3404255319148936,1.0,0.0,1.0,0.0,0
3,0.4791666666666667,0.26373626373626374,14,-1.0255536626916524,0.0,-0.096,0.23076923076923078,0.10638297872340426,1.0,0.0,0.0,1.0,1
2,-0.020833333333333332,-0.2857142857142857,2,0.5110732538330494,0.7692307692307693,0.848,-0.21678321678321677,0.2553191489361702,0.0,1.0,0.0,1.0,0
3,0.0,-0.26373626373626374,6,-0.909710391822828,-0.6263736263736264,0.336,-0.2097902097902098,0.6382978723404256,1.0,0.0,1.0,0.0,1
0,0.6666666666666666,0.21245421245421245,20,0.1362862010221465,2.10989010989011,0.832,0.2937062937062937,0.1276595744680851,0.0,1.0,0.0,1.0,0
1,-0.22916666666666666,-0.27106227106227104,14,-0.017035775127768313,-0.21978021978021978,0.464,-0.06993006993006994,-0.02127659574468085,1.0,0.0,0.0,1.0,0
2,0.2708333333333333,0.6813186813186813,18,0.4838160136286201,1.010989010989011,0.048,0.11888111888111888,0.5319148936170213,0.0,1.0,1.0,0.0,0
0,0.625,0.21978021978021978,16,-0.7461669505962522,1.054945054945055,1.536,1.1958041958041958,1.2127659574468086,1.0,0.0,0.0,1.0,1
4,-0.2916666666666667,-0.1684981684981685,6,-0.8143100511073254,0.03296703296703297,0.08,-0.06293706293706294,-0.02127659574468085,1.0,0.0,1.0,0.0,1
3,0.7708333333333334,1.0256410256410255,10,0.58603066439523,-0.04395604395604396,0.208,1.2167832167832169,1.0851063829787233,0.0,1.0,0.0,1.0,0
1,-0.9166666666666666,-0.967032967032967,6,0.5315161839863713,-0.5054945054945055,-0.512,-0.8391608391608392,-0.8085106382978723,1.0,0.0,1.0,0.0,0
2,0.6458333333333334,0.5787545787545788,18,0.8654173764906303,0.8571428571428571,1.696,0.965034965034965,0.8297872340425532,1.0,0.0,1.0,0.0,0
5,0.8333333333333334,0.967032967032967,16,-0.19080068143100512,1.7912087912087913,0.528,1.2097902097902098,1.0425531914893618,0.0,1.0,1.0,0.0,1
3,0.5625,0.2271062271062271,6,0.9301533219761499,1.098901098901099,1.84,0.7342657342657343,1.3404255319148937,0.0,1.0,0.0,1.0,0
4,0.5416666666666666,0.7252747252747253,20,-0.07155025553662692,0.46153846153846156,0.464,1.013986013986014,0.425531914893617,0.0,1.0,1.0,0.0,0
5,0.8541666666666666,1.5897435897435896,2,0.17717206132879046,-0.2857142857142857,-0.4,1.2307692307692308,0.8936170212765957,0.0,1.0,0.0,1.0,0
5,-0.875,-0.8644688644688645,16,0.6984667802385008,-0.38461538461538464,-0.448,-0.8041958041958042,-0.7872340425531915,0.0,1.0,1.0,0.0,0
1,-1.0,-0.9963369963369964,14,-0.9505962521294719,-0.6043956043956044,-0.576,-0.9440559440559441,-0.9361702127659575,1.0,0.0,0.0,1.0,1
4,0.5208333333333334,0.3956043956043956,18,0.29982964224872233,-0.06593406593406594,0.8,0.6153846153846154,1.425531914893617,0.0,1.0,0.0,1.0,0
0,-0.75,-0.7545787545787546,12,0.6746166950596252,-0.13186813186813187,-0.24,-0.7902097902097902,-0.723404255319149,1.0,0.0,1.0,0.0,0
0,-0.14583333333333334,-0.03663003663003663,2,-0.8654173764906303,-0.25274725274725274,-0.384,-0.40559440559440557,0.3617021276595745,1.0,0.0,1.0,0.0,0
3,-0.7291666666666666,-0.6666666666666666,12,-0.606473594548552,-0.5494505494505495,-0.464,-0.6433566433566433,-0.7659574468085106,1.0,0.0,1.0,0.0,1
2,-0.7291666666666666,-0.6886446886446886,16,-0.2657580919931857,-0.5824175824175825,-0.128,-0.6293706293706294,-0.6170212765957447,0.0,1.0,1.0,0.0,1
